receipt_file,store,item_order,gt_name,pred_name,gt_qty,pred_qty,gt_unit_price,pred_unit_price,gt_base_price,pred_base_price,gt_discount,pred_discount,gt_final_price,pred_final_price,missing_pred,qty_match,unit_price_match,base_price_match,discount_match,final_price_match,core_match
007_costco.json,costco,7,하림 닭가슴살,,1,,16490,,16490,,0,,16490,,True,False,False,False,False,False,False
007_costco.json,costco,8,KS프리미엄화장지,,1,,23490,,23490,,3500,,19990,,True,False,False,False,False,False,False
008_costco.json,costco,1,씨없는 수박2호,씨없는 수박2호,1,1,23990,23990,23990,23990,0,0,23990,23990,False,True,True,True,True,True,True
008_costco.json,costco,2,리코타&파스타,리코타&파스타,1,1,12490,12490,12490,12490,0,0,12490,12490,False,True,True,True,True,True,True
008_costco.json,costco,3,CP치킨텐더1.5KG,CP치킨텐더1.5KG,1,1,17490,17490,17490,17490,3000,3000,14490,14490,False,True,True,True,True,True,True
008_costco.json,costco,4,궁돼지불백,궁돼지불백,1,1,19990,19990,19990,19990,3000,3000,16990,16990,False,True,True,True,True,True,True
008_costco.json,costco,5,락토프리우유2.3L,락토프리우유2.3L,1,1,5590,5590,5590,5590,0,0,5590,5590,False,True,True,True,True,True,True
008_costco.json,costco,6,스퀴즈드레몬,스퀴즈드레몬,1,1,7790,7790,7790,7790,0,0,7790,7790,False,True,True,True,True,True,True
008_costco.json,costco,7,골드오차드견과,골드오차드견과,1,1,27990,27990,27990,27990,5600,5600,22390,22390,False,True,True,True,True,True,True
008_costco.json,costco,8,양념 돼지갈비,양념 돼지갈비,1,1,28990,28990,28990,28990,0,0,28990,28990,False,True,True,True,True,True,True
009_costco.json,costco,1,안지크롱다운,안지크롱다운,1,1,94900,94900,94900,94900,14000,14000,80900,80900,False,True,True,True,True,True,True
009_costco.json,costco,2,손질매생이1KG,손질매생이1KG,1,1,15490,15490,15490,15490,0,0,15490,15490,False,True,True,True,True,True,True
009_costco.json,costco,3,지연산 홍새우,지연산 홍새우,1,1,26990,26990,26990,26990,0,0,26990,26990,False,True,True,True,True,True,True
009_costco.json,costco,4,호주LA갈 비2.5K,호주LA갈 비2.5K,1,1,79900,79900,79900,79900,0,0,79900,79900,False,True,True,True,True,True,True
009_costco.json,costco,5,호주LA갈비2.5K,호주LA갈비2.5K,1,1,79900,79900,79900,79900,0,0,79900,79900,False,True,True,True,True,True,True
009_costco.json,costco,6,미국산아롱사태팩,,1,,61930,,61930,,0,,61930,,True,False,False,False,False,False,False
009_costco.json,costco,7,오리슬라이스1KG,,1,,16690,,16690,,0,,16690,,True,False,False,False,False,False,False
009_costco.json,costco,8,생굴 (소) 600G,,1,,18990,,18990,,0,,18990,,True,False,False,False,False,False,False
009_costco.json,costco,9,블루베리510G,,1,,8990,,8990,,0,,8990,,True,False,False,False,False,False,False
010_costco.json,costco,1,국산돈뒷다리도매,국산돈뒷다리도매,1,1,24600,24600,24600,24600,0,0,24600,24600,False,True,True,True,True,True,True
010_costco.json,costco,2,KS VEGETABLE 5.5,KS VEGETABLE 5.5,1,1,13990,13990,13990,13990,0,0,13990,13990,False,True,True,True,True,True,True
010_costco.json,costco,3,순살고등어,순살고등어,1,1,7990,7990,7990,7990,1500,1500,6490,6490,False,True,True,True,True,True,True
010_costco.json,costco,4,한우물새우볶음밥,한우물새우볶음밥,1,1,12690,12690,12690,12690,2700,2700,9990,9990,False,True,True,True,True,True,True
010_costco.json,costco,5,KS LOW-SODIUM BA,KS LOW-SODIUM BA,1,1,32490,32490,32490,32490,0,0,32490,32490,False,True,True,True,True,True,True
011_costco.json,costco,1,KS 무염 믹스넛,KS 무염 믹스넛,1,1,33990,33990,33990,33990,0,0,33990,33990,False,True,True,True,True,True,True
011_costco.json,costco,2,낙지볶음 밥300GX5,낙지볶음 밥300GX5,1,1,8990,8990,8990,8990,0,0,8990,8990,False,True,True,True,True,True,True
011_costco.json,costco,3,연어,연어,1,1,35080,35080,35080,35080,0,0,35080,35080,False,True,True,True,True,True,True
012_costco.json,costco,1,유기농곤드레밥,유기농곤드레밥,1,1,11990,11990,11990,11990,0,0,11990,11990,False,True,True,True,True,True,True
012_costco.json,costco,2,낙지볶음 밥300GX5,낙지볶음 밥300GX5,1,1,8990,8990,8990,8990,0,0,8990,8990,False,True,True,True,True,True,True
013_costco.json,costco,1,LEGO DUPLO 10978,LEGO DUPLO 10978,1,1,52900,52900,52900,52900,0,0,52900,52900,False,True,True,True,True,True,True
013_costco.json,costco,2,파인애플슬라이스,파인애플슬라이스,1,1,10890,10890,10890,10890,0,0,10890,10890,False,True,True,True,True,True,True
013_costco.json,costco,3,손질두절가자미,손질두절가자미,1,1,12990,12990,12990,12990,0,0,12990,12990,False,True,True,True,True,True,True
013_costco.json,costco,4,딸기 1 박스(1KG),딸기 1 박스(1KG),2,2,10390,10390,20780,20780,0,0,20780,20780,False,True,True,True,True,True,True
013_costco.json,costco,5,EZN지퍼백135매,EZN지퍼백135매,1,1,15990,15990,15990,15990,0,0,15990,15990,False,True,True,True,True,True,True
013_costco.json,costco,6,일회용장갑 600CT,일회용장갑 600CT,1,1,6990,6990,6990,6990,0,0,6990,6990,False,True,True,True,True,True,True
013_costco.json,costco,7,테팔프라이팬2P,테팔프라이팬2P,1,1,65900,65900,65900,65900,10000,10000,55900,55900,False,True,True,True,True,True,True
013_costco.json,costco,8,동물복지란60개,동물복지란60개,1,1,17490,17490,17490,17490,0,0,17490,17490,False,True,True,True,True,True,True
013_costco.json,costco,9,프리미엄우유2.3L,프리미엄우유2.3L,1,1,5790,5790,5790,5790,1000,1000,4790,4790,False,True,True,True,True,True,True
013_costco.json,costco,10,저지방&칼슘우유,저지방&칼슘우유,1,1,4590,4590,4590,4590,0,0,4590,4590,False,True,True,True,True,True,True
013_costco.json,costco,11,미국냉장등심덧살,미국냉장등심덧살,1,1,33990,33990,33990,33990,0,0,33990,33990,False,True,True,True,True,True,True
013_costco.json,costco,12,카라카라 오렌지,카라카라 오렌지,1,1,13290,13290,13290,13290,2000,2000,11290,11290,False,True,True,True,True,True,True
013_costco.json,costco,13,자연산 홍새우,자연산 홍새우,1,1,24990,24990,24990,24990,0,0,24990,24990,False,True,True,True,True,True,True
013_costco.json,costco,14,파프리카 국내산,파프리카 국내산,1,1,7890,7890,7890,7890,0,0,7890,7890,False,True,True,True,True,True,True
013_costco.json,costco,15,국산돈육삼겹로스,국산돈육삼겹로스,1,1,41880,41880,41880,41880,0,0,41880,41880,False,True,True,True,True,True,True
013_costco.json,costco,16,비요뜨초코링,비요뜨초코링,1,1,10390,10390,10390,10390,0,0,10390,10390,False,True,True,True,True,True,True
013_costco.json,costco,17,뚜부크래커,뚜부크래커,1,1,11490,11490,11490,11490,2000,2000,9490,9490,False,True,True,True,True,True,True
013_costco.json,costco,18,카프레제,카프레제,1,1,14490,14490,14490,14490,0,0,14490,14490,False,True,True,True,True,True,True
013_costco.json,costco,19,연어도다리회콤보,연어도다리회콤보,1,1,29990,29990,29990,29990,0,0,29990,29990,False,True,True,True,True,True,True
013_costco.json,costco,20,하이롤러 연어,하이롤러 연어,1,1,12990,12990,12990,12990,0,0,12990,12990,False,True,True,True,True,True,True
013_costco.json,costco,21,플레인요거트2000,플레인요거트2000,1,1,6290,6290,6290,6290,1100,1100,5190,5190,False,True,True,True,True,True,True
014_costco.json,costco,1,ASAHI SHOKUSAI,ASAHI SHOKUSAI,1,1,23490,23490,23490,23490,3700,3700,19790,19790,False,True,True,True,True,True,True
014_costco.json,costco,2,크리넥스마이비데,크리넥스마이비데,1,1,13990,13990,13990,13990,3200,3200,10790,10790,False,True,True,True,True,True,True
014_costco.json,costco,3,피땅콩 1KG,피땅콩 1KG,1,1,15990,15990,15990,15990,0,0,15990,15990,False,True,True,True,True,True,True
014_costco.json,costco,4,국산 숙주나물,국산 숙주나물,1,1,5290,5290,5290,5290,0,0,5290,5290,False,True,True,True,True,True,True
014_costco.json,costco,5,트러플잠봉,트러플잠봉,1,1,14990,14990,14990,14990,0,0,14990,14990,False,True,True,True,True,True,True
014_costco.json,costco,6,미니파프리카700G,미니파프리카700G,1,1,13990,13990,13990,13990,0,0,13990,13990,False,True,True,True,True,True,True
014_costco.json,costco,7,GUESS 면파자마,GUESS 면파자마,1,1,29990,29990,29990,29990,6000,6000,23990,23990,False,True,True,True,True,True,True
014_costco.json,costco,8,ARTISAN라자냐,ARTISAN라자냐,1,1,17990,17990,17990,17990,3600,3600,14390,14390,False,True,True,True,True,True,True
014_costco.json,costco,9,유기농 우유,유기농 우유,1,1,9590,9590,9590,9590,0,0,9590,9590,False,True,True,True,True,True,True
014_costco.json,costco,10,KS M. 쇼비뇽블랑,KS M. 쇼비뇽블랑,1,1,10990,10990,10990,10990,0,0,10990,10990,False,True,True,True,True,True,True
014_costco.json,costco,11,이베리코냉동목심,이베리코냉동목심,1,1,32490,32490,32490,32490,0,0,32490,32490,False,True,True,True,True,True,True
014_costco.json,costco,12,자유방목복지란,자유방목복지란,1,1,13290,13290,13290,13290,0,0,13290,13290,False,True,True,True,True,True,True
014_costco.json,costco,13,꿀카스테라,꿀카스테라,1,1,11990,11990,11990,11990,0,0,11990,11990,False,True,True,True,True,True,True
014_costco.json,costco,14,프렌치버터크라상,프렌치버터크라상,1,1,11490,11490,11490,11490,0,0,11490,11490,False,True,True,True,True,True,True
015_costco.json,costco,1,자유방목복지란,자유방목복지란,1,1,13290,13290,13290,13290,0,0,13290,13290,False,True,True,True,True,True,True
015_costco.json,costco,2,대봉감 4KG,대봉감 4KG,1,1,19890,19890,19890,19890,0,0,19890,19890,False,True,True,True,True,True,True
015_costco.json,costco,3,KS SR PLATFORM,KS SR PLATFORM,1,1,35990,35990,35990,35990,0,0,35990,35990,False,True,True,True,True,True,True
015_costco.json,costco,4,누텔라앤고,누텔라앤고,1,1,26390,26390,26390,26390,5400,5400,20990,20990,False,True,True,True,True,True,True
015_costco.json,costco,5,무농약 숙주나물,무농약 숙주나물,1,1,4990,4990,4990,4990,0,0,4990,4990,False,True,True,True,True,True,True
015_costco.json,costco,6,백오이 1봉,백오이 1봉,1,1,9890,9890,9890,9890,0,0,9890,9890,False,True,True,True,True,True,True
015_costco.json,costco,7,KS M. 쇼비뇽블랑,KS M. 쇼비뇽블랑,1,1,10990,10990,10990,10990,0,0,10990,10990,False,True,True,True,True,True,True
015_costco.json,costco,8,유기농 우유,유기농 우유,1,1,9590,9590,9590,9590,1800,1800,7790,7790,False,True,True,True,True,True,True
015_costco.json,costco,9,땅콩크림샌드480G,땅콩크림샌드480G,1,1,7490,7490,7490,7490,0,0,7490,7490,False,True,True,True,True,True,True
015_costco.json,costco,10,페스토새우펜네,페스토새우펜네,1,1,25700,25700,25700,25700,0,0,25700,25700,False,True,True,True,True,True,True
016_costco.json,costco,1,백합조개,백합조개,1,1,16490,16490,16490,16490,0,0,16490,16490,False,True,True,True,True,True,True
016_costco.json,costco,2,백합조개,백합조개,1,1,16490,16490,16490,16490,0,0,16490,16490,False,True,True,True,True,True,True
016_costco.json,costco,3,백합조개,백합조개,1,1,16490,16490,16490,16490,0,0,16490,16490,False,True,True,True,True,True,True
016_costco.json,costco,4,퍼실어드밴스드젤,퍼실어드밴스드젤,1,1,28990,28990,28990,28990,6200,6200,22790,22790,False,True,True,True,True,True,True
016_costco.json,costco,5,우유크림롤케익,우유크림롤케익,1,1,19990,19990,19990,19990,0,0,19990,19990,False,True,True,True,True,True,True
016_costco.json,costco,6,점보블루베리,점보블루베리,1,1,19990,19990,19990,19990,0,0,19990,19990,False,True,True,True,True,True,True
016_costco.json,costco,7,킹스베리500G,킹스베리500G,1,1,13990,13990,13990,13990,0,0,13990,13990,False,True,True,True,True,True,True
016_costco.json,costco,8,SEOUL A2+우유2.3,SEOUL A2+우유2.3,2,2,7590,7590,15180,15180,0,0,15180,15180,False,True,True,True,True,True,True
016_costco.json,costco,9,레오나르디발사믹,레오나르디발사믹,1,1,21990,21990,21990,21990,0,0,21990,21990,False,True,True,True,True,True,True
016_costco.json,costco,10,청화도토리가루,청화도토리가루,1,1,14990,14990,14990,14990,0,0,14990,14990,False,True,True,True,True,True,True
016_costco.json,costco,11,더킹크랩스140GX6,더킹크랩스140GX6,1,1,9990,9990,9990,9990,1800,1800,8190,8190,False,True,True,True,True,True,True
016_costco.json,costco,12,깐더덕500G,깐더덕500G,1,1,19990,19990,19990,19990,0,0,19990,19990,False,True,True,True,True,True,True
016_costco.json,costco,13,유기농계란30EA,유기농계란30EA,1,1,15290,15290,15290,15290,0,0,15290,15290,False,True,True,True,True,True,True
017_costco.json,costco,1,NZ골드키위,NZ골드키위,1,1,25990,25990,25990,25990,2600,2600,23390,23390,False,True,True,True,True,True,True
017_costco.json,costco,2,자유방목복지란,자유방목복지란,1,1,13290,13290,13290,13290,0,0,13290,13290,False,True,True,True,True,True,True
017_costco.json,costco,3,허니버터카스테라,허니버터카스테라,1,1,12990,12990,12990,12990,0,0,12990,12990,False,True,True,True,True,True,True
017_costco.json,costco,4,까스활액,까스활액,1,1,15990,15990,15990,15990,0,0,15990,15990,False,True,True,True,True,True,True
017_costco.json,costco,5,소보로단팥빵6CT,소보로단팥빵6CT,1,1,9990,9990,9990,9990,0,0,9990,9990,False,True,True,True,True,True,True
017_costco.json,costco,6,JACKSON 고구마칩,JACKSON 고구마칩,1,1,10990,10990,10990,10990,0,0,10990,10990,False,True,True,True,True,True,True
017_costco.json,costco,7,SEOUL A2+우유2.3,SEOUL A2+우유2.3,1,1,7590,7590,7590,7590,0,0,7590,7590,False,True,True,True,True,True,True
017_costco.json,costco,8,친환경 깻잎150G,친환경 깻잎150G,1,1,4890,4890,4890,4890,0,0,4890,4890,False,True,True,True,True,True,True
017_costco.json,costco,9,유부초밥박사960G,유부초밥박사960G,1,1,9390,9390,9390,9390,1700,1700,7690,7690,False,True,True,True,True,True,True
017_costco.json,costco,10,소금버터빵 6CT,소금버터빵 6CT,1,1,11990,11990,11990,11990,0,0,11990,11990,False,True,True,True,True,True,True
017_costco.json,costco,11,오마뎅떡볶이,오마뎅떡볶이,1,1,16790,16790,16790,16790,3400,3400,13390,13390,False,True,True,True,True,True,True
017_costco.json,costco,12,유기농곤드레밥,유기농곤드레밥,1,1,12990,12990,12990,12990,2000,2000,10990,10990,False,True,True,True,True,True,True
017_costco.json,costco,13,양념바다장어구이,양념바다장어구이,1,1,31990,31990,31990,31990,0,0,31990,31990,False,True,True,True,True,True,True
018_costco.json,costco,1,수박한통 국내산,수박한통 국내산,1,1,19990,19990,19990,19990,0,0,19990,19990,False,True,True,True,True,True,True
018_costco.json,costco,2,백합조개,백합조개,3,3,16490,16490,49470,49470,0,0,49470,49470,False,True,True,True,True,True,True
018_costco.json,costco,3,매일그릭요거트,매일그릭요거트,1,1,12990,12990,12990,12990,2000,2000,10990,10990,False,True,True,True,True,True,True
018_costco.json,costco,4,그리스그린키위,그리스그린키위,1,1,15990,15990,15990,15990,2000,2000,13990,13990,False,True,True,True,True,True,True
018_costco.json,costco,5,영해시금치 900G,영해시금치 900G,1,1,11490,11490,11490,11490,1800,1800,9690,9690,False,True,True,True,True,True,True
018_costco.json,costco,6,씨제이가쓰오우동,씨제이가쓰오우동,1,1,9990,9990,9990,9990,0,0,9990,9990,False,True,True,True,True,True,True
018_costco.json,costco,7,깐더덕500G,깐더덕500G,1,1,21990,21990,21990,21990,0,0,21990,21990,False,True,True,True,True,True,True
018_costco.json,costco,8,가지7개,가지7개,1,1,5890,5890,5890,5890,0,0,5890,5890,False,True,True,True,True,True,True
018_costco.json,costco,9,SEOUL A2+우유2.3,SEOUL A2+우유2.3,1,1,7590,7590,7590,7590,0,0,7590,7590,False,True,True,True,True,True,True
019_costco.json,costco,1,국산검은콩두유,국산검은콩두유,1,1,18490,18490,18490,18490,3700,3700,14790,14790,False,True,True,True,True,True,True
019_costco.json,costco,2,그리스그린키위,그리스그린키위,1,1,15990,15990,15990,15990,2000,2000,13990,13990,False,True,True,True,True,True,True
019_costco.json,costco,3,자유방목복지란,자유방목복지란,1,1,13290,13290,13290,13290,0,0,13290,13290,False,True,True,True,True,True,True
019_costco.json,costco,4,하이네켄8 캔,하이네켄8 캔,1,1,15990,15990,15990,15990,3300,3300,12690,12690,False,True,True,True,True,True,True
019_costco.json,costco,5,KS EVOO 테라 1L,KS EVOO 테라 1L,1,1,23990,23990,23990,23990,3500,3500,20490,20490,False,True,True,True,True,True,True
019_costco.json,costco,6,SEOUL A2+우유2.3,SEOUL A2+우유2.3,1,1,7590,7590,7590,7590,0,0,7590,7590,False,True,True,True,True,True,True
019_costco.json,costco,7,미니파프리카700G,미니파프리카700G,1,1,12490,12490,12490,12490,0,0,12490,12490,False,True,True,True,True,True,True
019_costco.json,costco,8,KS모짜렐라로프,KS모짜렐라로프,1,1,21690,21690,21690,21690,0,0,21690,21690,False,True,True,True,True,True,True
019_costco.json,costco,9,미니까망베르,미니까망베르,1,1,12990,12990,12990,12990,0,0,12990,12990,False,True,True,True,True,True,True
019_costco.json,costco,10,냉동다진마늘1200,냉동다진마늘1200,1,1,15390,15390,15390,15390,0,0,15390,15390,False,True,True,True,True,True,True
019_costco.json,costco,11,트러플잠봉,트러플잠봉,1,1,14990,14990,14990,14990,0,0,14990,14990,False,True,True,True,True,True,True
019_costco.json,costco,12,이베리코냉동목심,이베리코냉동목심,1,1,32490,32490,32490,32490,0,0,32490,32490,False,True,True,True,True,True,True
019_costco.json,costco,13,영해시금치 900G,영해시금치 900G,1,1,11490,11490,11490,11490,1800,1800,9690,9690,False,True,True,True,True,True,True
020_costco.json,costco,1,트레비탄산수레몬,트레비탄산수레몬,1,1,12990,12990,12990,12990,2000,2000,10990,10990,False,True,True,True,True,True,True
020_costco.json,costco,2,크리넥스미용티슈,크리넥스미용티슈,1,1,18290,18290,18290,18290,3400,3400,14890,14890,False,True,True,True,True,True,True
020_costco.json,costco,3,샤인머스캣,샤인머스캣,1,1,12690,12690,12690,12690,0,0,12690,12690,False,True,True,True,True,True,True
020_costco.json,costco,4,타이백밀감2.5KG,타이백밀감2.5KG,1,1,16990,16990,16990,16990,0,0,16990,16990,False,True,True,True,True,True,True
020_costco.json,costco,5,ASAHI SUPER DRY,ASAHI SUPER DRY,1,1,14990,14990,14990,14990,2300,2300,12690,12690,False,True,True,True,True,True,True
020_costco.json,costco,6,매콤닭꼬치,매콤닭꼬치,1,1,30770,30770,30770,30770,0,0,30770,30770,False,True,True,True,True,True,True
020_costco.json,costco,7,GF ORG COTTON L,GF ORG COTTON L,1,1,16990,16990,16990,16990,3400,3400,13590,13590,False,True,True,True,True,True,True
020_costco.json,costco,8,GF ORG COTTON L,GF ORG COTTON L,1,1,16990,16990,16990,16990,3400,3400,13590,13590,False,True,True,True,True,True,True
020_costco.json,costco,9,크리넥스마이비데,크리넥스마이비데,1,1,13990,13990,13990,13990,3000,3000,10990,10990,False,True,True,True,True,True,True
020_costco.json,costco,10,KS THREE BERRY,KS THREE BERRY,1,1,14990,14990,14990,14990,0,0,14990,14990,False,True,True,True,True,True,True
020_costco.json,costco,11,가래떡 떡볶이,가래떡 떡볶이,1,1,10690,10690,10690,10690,2000,2000,8690,8690,False,True,True,True,True,True,True
020_costco.json,costco,12,본마망 4프루츠,본마망 4프루츠,1,1,9490,9490,9490,9490,0,0,9490,9490,False,True,True,True,True,True,True
020_costco.json,costco,13,요거트 프로즌,요거트 프로즌,1,1,16990,16990,16990,16990,3500,3500,13490,13490,False,True,True,True,True,True,True
020_costco.json,costco,14,미니파프리카700G,미니파프리카700G,1,1,9990,9990,9990,9990,0,0,9990,9990,False,True,True,True,True,True,True
020_costco.json,costco,15,유기농 우유,유기농 우유,1,1,9590,9590,9590,9590,1800,1800,7790,7790,False,True,True,True,True,True,True
020_costco.json,costco,16,정통어묵탕모듬,정통어묵탕모듬,1,1,12990,12990,12990,12990,2700,2700,10290,10290,False,True,True,True,True,True,True
020_costco.json,costco,17,바지락살,바지락살,1,1,23410,23410,23410,23410,0,0,23410,23410,False,True,True,True,True,True,True
020_costco.json,costco,18,풀무원그릭요거트,풀무원그릭요거트,1,1,7990,7990,7990,7990,1600,1600,6390,6390,False,True,True,True,True,True,True
020_costco.json,costco,19,프리미엄탕종식빵,프리미엄탕종식빵,1,1,9790,9790,9790,9790,0,0,9790,9790,False,True,True,True,True,True,True
020_costco.json,costco,20,아보카도 6개,아보카도 6개,1,1,11890,11890,11890,11890,0,0,11890,11890,False,True,True,True,True,True,True
020_costco.json,costco,21,영해시금치 900G,영해시금치 900G,1,1,11590,11590,11590,11590,2400,2400,9190,9190,False,True,True,True,True,True,True
020_costco.json,costco,22,곱창돌김17GX10,곱창돌김17GX10,1,1,14490,14490,14490,14490,0,0,14490,14490,False,True,True,True,True,True,True
020_costco.json,costco,23,자유방목복지란,자유방목복지란,1,1,13290,13290,13290,13290,0,0,13290,13290,False,True,True,True,True,True,True
020_costco.json,costco,24,SENNENYA스틱와플,SENNENYA스틱와플,1,1,16990,16990,16990,16990,0,0,16990,16990,False,True,True,True,True,True,True
